,total_logins,time_on_platform_hours,%_assignments_completed,avg_quiz_score,dropped_out,assignments_per_login,engagement_index
40,7,15.8,51.7785782744084,72.8246211759541,0,7.396939753486914,13.929763045734733
41,8,1.02,100.0,74.2963418609954,0,12.5,19.669999999999998
42,13,1.38,56.83988297955728,66.75937801946377,0,4.3722986907351755,12.369980496592879
43,15,2.69,65.93414989838222,59.14956220013227,0,4.395609993225481,14.437358316397036
44,8,1.82,74.7472601094261,81.59199493199937,0,9.343407513678262,15.594543351571014
45,7,1.63,48.60078284289835,39.270210967264575,0,6.942968977556907,10.538463807149725
46,9,7.31,97.0559969139144,84.5268914996813,0,10.7839996571016,20.394332818985735
47,6,4.88,70.15005948963376,48.15011918875075,0,11.691676581605627,14.50500991493896
48,16,3.58,65.2717073944273,60.115881707390976,0,4.079481712151706,16.641951232404548
49,10,2.21,91.36226577005776,86.46968919352054,0,9.136226577005775,18.762044295009627
50,18,1.43,88.23599892821491,98.441969643685,0,4.901999940456384,18.944333154702488
51,10,1.37,100.0,67.72956637818285,0,10.0,19.561666666666667
52,8,7.28,61.259354153410726,44.680918487626215,1,7.657419269176341,15.756559025568455
53,11,7.08,100.0,77.80886633043022,0,9.090909090909092,22.179999999999996
54,3,2.74,82.92280521204185,64.41456085625741,0,27.640935070680616,16.777134202006973
55,15,0.94,100.0,49.06945000586771,1,6.666666666666667,21.823333333333334
56,6,5.18,89.71607820688605,68.28755320535649,0,14.952679701147675,18.816013034481006
57,7,2.75,57.16038052909037,45.35390747016581,0,8.165768647012909,13.651730088181727
58,9,6.49,53.32581688082732,67.92570620828327,0,5.925090764536368,12.969302813471218
59,11,1.35,33.917545605767856,51.1963473376378,0,3.0834132368879867,8.711257600961309
60,8,3.56,29.788437432762088,35.480188418639145,1,3.723554679095261,7.391406238793682
61,12,1.24,57.754684693772255,40.07414078549263,0,4.812890391147688,13.332447448962041
62,10,1.86,95.34009997244128,55.88603728543468,1,9.534009997244128,19.866683328740212
63,11,1.82,60.03745679569816,72.52801905253838,0,5.457950617790742,13.642909465949693
64,12,2.7,56.47144227841535,83.81104003435331,0,4.70595352320128,13.861907046402559
65,16,7.7,83.99272553903462,86.41349538732398,0,5.249545346189664,19.448787589839103
66,8,3.7,52.76933663634148,42.32004030337474,0,6.596167079542685,11.744889439390247
67,7,5.77,100.0,61.632025433479136,0,14.285714285714286,20.294999999999998
68,13,3.53,64.76665023508718,55.846470393325525,0,4.98205001808363,15.049441705847864
69,10,2.42,88.61377267824075,63.40518614280772,0,8.861377267824075,17.838962113040125
70,15,0.45,65.99865188792357,86.15692739536976,0,4.399910125861571,15.574775314653929
71,8,1.42,70.49154284546287,67.41727985280966,1,8.81144285568286,14.818590474243813
72,11,3.33,92.54171651104468,78.01650440799324,0,8.41288331918588,18.31195275184078
73,11,3.78,74.58700854725474,98.17204929462712,0,6.780637140659522,14.894501424542456
74,5,6.5,99.87588695736252,41.52712713542647,1,19.975177391472506,20.06264782622709
75,10,0.71,54.334324423993735,57.8758811568076,0,5.433432442399374,12.840720737332289
76,11,12.33,44.01941033895747,73.56839235167367,0,4.001764576268861,13.224901723159578
77,12,0.45,35.01347434340672,68.99827165986738,0,2.917789528617227,8.410579057234454
78,8,3.18,95.09931457256629,80.72988542320026,0,11.887414321570786,19.713219095427714
79,11,2.08,88.03176898444441,59.24295170207794,0,8.002888089494947,17.3519614974074
80,11,1.44,64.68724141375449,68.08991455499941,0,5.8806583103413175,16.35454023562575
81,5,9.1,75.97510623976376,53.656674688834485,0,15.195021247952752,15.012517706627293
82,8,2.15,91.38886551112046,80.95795196116828,0,11.423608188890057,18.42314425185341
83,13,0.65,66.1953578552109,65.63139101187174,0,5.091950604246993,16.30755964253515
84,11,1.08,34.79894439694374,86.05655390473893,0,3.1635403997221583,9.813157399490622
85,7,7.05,35.05389262735242,86.16606593518284,0,5.007698946764632,11.683982104558737
86,8,1.13,48.10666921641284,45.77572636841485,0,6.013333652051605,11.539444869402141
87,11,0.87,72.04409018840909,88.47436452543013,0,6.549462744400826,15.485681698068182
88,15,3.83,51.16750394306008,78.96629780490265,0,3.411166929537339,11.66625065717668
89,8,2.69,90.66974585536718,62.65164489875672,1,11.333718231920898,18.39329097589453
90,14,4.63,44.52801997928435,77.61841260097913,0,3.180572855663168,11.026336663214058
91,6,2.43,56.13073943307136,57.38169388459608,0,9.355123238845227,13.260123238845226
92,16,5.53,33.57299581715718,85.41568396489885,0,2.0983122385723236,10.183832636192863
93,11,0.98,61.0961657570598,66.48777040789338,1,5.554196887005436,13.679360959509966
94,6,0.8,70.14242737630428,78.3193136780902,0,11.690404562717381,15.323737896050714
95,14,4.09,91.55517168236646,55.53718567249948,0,6.539655120169033,20.274195280394412
96,12,2.69,72.39968767676264,69.22562005999247,0,6.033307306396886,15.514947946127107
97,9,2.32,84.81800651736438,78.28916485400528,0,9.42422294637382,17.023001086227396
98,10,5.17,90.10226448850172,69.61625834309349,0,9.010226448850172,18.545377414750288
99,13,13.5,77.84549509750782,73.42098119587622,0,5.9881150075006015,18.390915849584637
100,15,7.89,52.06776553123434,53.60380593412103,0,3.4711843687489563,13.49296092187239
101,9,5.33,78.09208070086004,69.56806097773936,0,8.676897855651115,16.903680116810005
102,11,2.24,99.75608696641024,53.681096464498985,0,9.068735178764568,19.832681161068372
103,10,9.56,63.701176804345785,64.72457274356529,0,6.3701176804345785,14.876862800724297
104,8,1.09,81.09301878426317,57.606002640784006,0,10.136627348032896,17.030503130710528
105,1,4.51,80.57667667499521,61.93060279477766,0,80.57667667499521,15.347779445832536
106,13,2.87,62.6204669697326,38.72559995556138,0,4.816958997671739,14.081744494955435
107,6,2.24,88.74658144868167,65.39699134423513,0,14.79109690811361,16.164430241446944
108,13,1.24,62.30616750385566,63.38705288287871,0,4.792782115681205,13.757694583975942
109,11,17.06,79.06103132523845,42.26917960281056,0,7.187366484112586,21.353505220873075
110,10,2.23,65.21252115102524,70.11898918208959,1,6.5212521151025244,13.907086858504208
111,10,0.26,70.87255942198716,77.3903438444261,0,7.087255942198716,14.022093236997861
112,13,5.95,88.67146670896597,69.72911106423999,0,6.8208820545358435,19.436911118160996
113,9,4.23,31.060628085235493,76.78526374359096,0,3.451180898359499,8.38177134753925
114,9,2.66,82.3399356191815,57.0952809751424,1,9.148881735464611,18.66665593653025
115,6,2.46,84.14336629817522,61.80826230916863,1,14.023894383029203,15.933894383029203
116,10,3.13,58.50198293899121,66.11263251870795,1,5.850198293899121,12.9386638231652
117,12,5.99,69.37289425247948,67.18985541741925,0,5.781074521039957,16.060482375413248
118,17,4.28,50.47588194786413,29.754922132860077,1,2.969169526344949,13.459313657977356
119,10,4.8,54.01969785173026,51.18671554372506,0,5.4019697851730255,12.469949641955042
120,9,4.8,75.41913198481468,80.03516330419663,0,8.379903553868298,16.369855330802448
121,9,6.18,100.0,53.264999002256815,0,11.11111111111111,21.19666666666667
122,3,7.44,83.27928380849471,61.29621745738906,1,27.759761269498238,17.11988063474912
123,10,1.89,53.03371225795192,64.21806615191214,0,5.303371225795192,11.320618709658653
124,10,3.83,85.51590223955503,44.89472973044112,0,8.551590223955504,18.55765037325917
125,6,7.21,81.61777063383698,88.7024628154683,0,13.602961772306164,17.80462843897283
126,9,1.88,35.4626861124078,64.53035360845,0,3.9402984569342,9.723781018734634
127,11,8.33,63.6823799030124,52.15308634119232,0,5.789307263910218,14.835396650502064
128,9,1.87,67.14905524277184,74.72684743938156,0,7.46100613808576,16.003175873795307
129,10,4.39,72.36162199797579,60.54913980509725,0,7.236162199797579,15.958603666329298
130,11,2.7,69.36969881639055,65.88163926382181,0,6.306336256035505,13.84494980273176
131,16,2.36,72.95533898932949,86.13282962251809,0,4.559708686833093,17.21922316488825
132,9,4.63,51.29710003222663,56.882097761740674,1,5.699677781358514,11.821183338704438
133,10,7.48,63.49740003335141,82.14177489478983,0,6.349740003335141,13.996233338891903
134,16,2.65,64.68425326200348,59.86704298668113,0,4.0427658288752175,13.889042210333914
135,7,7.94,93.1992441488212,66.02380352457592,0,13.314177735545885,19.023207358136865
136,5,1.81,56.05001619166277,69.54694179603773,0,11.210003238332554,11.976669365277127
137,5,7.56,65.11027458804061,59.830790787205096,0,13.022054917608122,13.445045764673436
138,4,3.61,62.87997172544172,49.74895597804743,0,15.71999293136043,12.248328620906953
139,14,4.2,100.0,71.79759272519516,0,7.142857142857143,21.7
140,13,1.2,83.30331287884756,81.82230548871684,0,6.4079471445267355,17.250552146474593
141,8,2.28,51.326046177368056,74.40209600628256,0,6.415755772171007,10.267674362894676
142,12,3.26,77.94893315105524,73.96890620036379,0,6.495744429254604,17.03482219184254
143,9,6.93,49.76758336173871,58.13616642110748,0,5.529731484637634,12.94959722695645
144,14,2.82,75.21146412060972,75.32540913796396,0,5.372247437186409,15.838577353434951
145,12,1.69,97.32059654555977,70.37214016706227,0,8.11004971212998,19.501766090926626
146,10,3.95,30.873603578508742,77.94344078352938,0,3.087360357850874,9.470600596418125
147,9,11.41,49.8357259683671,66.48019889331204,0,5.537302885374122,11.707620994727849
148,15,4.28,73.11686031122082,73.95151369968599,0,4.874457354081388,17.899476718536803
149,17,2.8,62.07988130663358,57.75154325069918,1,3.6517577239196224,15.64664688443893
150,11,3.98,74.27884602157957,75.43049728064786,0,6.7526223655981426,15.37647433692993
151,8,1.58,68.33337050249183,46.10540331043924,0,8.541671312811479,14.485561750415306
152,5,8.68,36.38424204895354,59.980046436307504,1,7.276848409790707,9.844040341492256
153,9,8.58,82.4396198804228,54.539828997586135,0,9.159957764491422,17.66993664673713
154,8,1.53,43.30342833843364,100.0,0,5.412928542304205,9.30557138973894
155,6,8.43,74.11038145767428,74.78200266272714,0,12.351730242945713,15.756730242945713
156,11,4.01,60.9099659831282,48.74285733009414,0,5.537269634829837,13.153327663854702
157,5,5.41,100.0,44.48404836070648,0,20.0,19.901666666666667
158,12,3.31,67.58226256574451,38.81449095619806,0,5.631855213812043,16.315377094290753
159,9,3.51,77.0199918353945,47.904123962587285,0,8.55777687059939,16.921665305899086
160,9,2.01,81.0793785136388,52.26854188444237,0,9.008819834848756,18.348229752273134
161,13,1.55,76.75243061007723,50.36970067598842,1,5.904033123852094,16.217071768346205
162,9,1.48,69.46637732323174,57.99293174201765,0,7.718486369247971,14.324396220538624
163,5,7.07,50.188500235835846,77.51752342377978,0,10.037700047167169,10.87641670597264
164,3,3.81,67.76381435328453,62.01303533722216,0,22.58793811776151,13.428969058880755
165,12,1.61,32.68228504042835,75.69352044627719,0,2.723523753369029,9.215380840071392
166,18,3.59,79.75116010330728,49.02369673731876,0,4.430620005739294,18.890193350551215
167,8,0.69,100.0,59.2617977729448,0,12.5,19.615
168,11,1.58,73.53381068460352,50.93014292212172,0,6.684891880418502,16.852301780767252
169,9,7.54,76.79016026974016,71.64082088309999,0,8.532240029971128,16.55502671162336
170,3,2.19,38.9618512373513,62.28268563402295,1,12.987283745783765,8.858641872891882
171,10,6.92,53.68080476426282,91.59617008893017,0,5.3680804764262815,11.766800794043803
172,8,3.11,87.89673376289136,54.94360117445111,0,10.98709172036142,18.001122293815225
173,10,5.43,41.05441253603557,49.40595399909704,0,4.105441253603557,10.414068756005928
174,11,1.25,55.44037683108108,69.45109644700219,0,5.0400342573710075,12.281729471846846
175,12,4.87,81.35740724675082,62.35681386349639,0,6.779783937229236,18.371234541125137
176,8,0.33,86.1822866591012,72.53767526656313,0,10.77278583238765,17.752047776516864
177,12,2.36,67.81871608324165,64.07491849479696,0,5.6515596736034714,14.696452680540276
178,11,7.82,72.45396137489716,62.88963996673385,0,6.586723761354287,16.712326895816194
179,3,3.42,72.40739532553637,54.980459123503294,0,24.135798441845456,16.13789922092273
180,9,1.52,45.33261036579746,60.95615541587411,0,5.036956707310829,9.308768394299577
181,11,7.38,68.533319955552,42.05496460670921,0,6.230301814141091,15.485553325925332
182,14,12.33,74.83787589276815,82.9650312481617,0,5.345562563769154,16.86131264879469
183,9,2.74,68.23189851523692,84.04517361515192,1,7.5813220572485465,15.328649752539485
184,14,0.75,31.488759644595945,79.06259054968547,0,2.2491971174711387,8.20645994076599
185,9,3.45,100.0,58.132366175872,0,11.11111111111111,19.241666666666667
186,17,5.67,48.13254627305781,55.57604790375845,0,2.8313262513563417,13.800424378842969
187,7,2.86,71.44256516951562,72.48643111886516,0,10.206080738502232,14.050427528252603
188,11,0.39,76.4358144487335,50.72548519527721,0,6.948710404430318,15.637635741455583
189,10,5.27,60.90356898893647,82.0498681420139,0,6.090356898893647,13.19559483148941
190,10,1.82,74.8901757811032,29.283501265142007,0,7.489017578110319,17.4516959635172
191,10,2.33,54.49461076049273,58.220949601026106,1,5.449461076049273,15.13743512674879
192,14,0.79,100.0,49.03110994336155,0,7.142857142857143,21.131666666666668
193,6,0.23,64.78984493436721,83.70367892364764,0,10.798307489061202,12.836640822394536
194,13,1.21,87.98019212935827,81.10211952828395,0,6.767707086873713,17.531698688226378
195,12,2.17,48.14743011143983,73.46560015445307,0,4.012285842619986,11.88623835190664
196,6,2.13,84.42555823748785,93.73439457761968,0,14.070926372914641,16.425926372914642
197,8,8.94,55.65587272397084,65.15017975727761,0,6.956984090496355,13.599312120661807
198,9,1.36,42.13707831906446,74.46886879860827,0,4.681897591007162,11.24951305317741
199,15,6.53,48.69833234700124,41.036180459505616,1,3.2465554898000826,12.704722057833541
200,10,3.72,53.04179374582218,60.19802056833154,1,5.304179374582218,12.126965624303699
201,9,9.82,72.22906394430545,66.65066088360986,0,8.025451549367272,18.674843990717577
202,10,3.15,100.0,51.249312563711584,0,10.0,21.358333333333334
203,10,0.44,100.0,68.8328365519325,0,10.0,20.906666666666666
204,11,2.94,63.562957241786,35.46891394243286,0,5.778450658344182,14.417159540297666
205,4,0.25,89.18839173466051,72.50197476233524,1,22.29709793366513,16.573065289110087
206,6,1.19,44.924458556369146,58.480587169781,0,7.487409759394858,10.18574309272819
207,6,2.97,27.918753247790377,53.18976369829241,1,4.6531255412983965,8.148125541298397
208,7,3.03,70.61170592405502,76.15047845758899,0,10.087386560579288,15.440284320675836
209,15,6.37,80.92579433817964,86.95757253093102,0,5.395052955878643,17.549299056363274
210,12,4.58,85.66512368090817,78.37718647542034,0,7.1387603067423475,18.04085394681803
211,7,9.18,91.59396366953112,52.82844375851944,1,13.08485195279016,20.462327278255188
212,6,6.37,63.39109070800542,75.02231944958473,0,10.56518178466757,13.126848451334238
213,6,5.84,71.4408287197226,61.16072311119999,0,11.906804786620434,15.880138119953768
214,6,11.66,86.42477539360776,81.94148476719658,0,14.40412923226796,19.347462565601294
215,7,6.16,93.86936857094416,68.3167468402009,1,13.409909795849165,19.33822809515736
216,10,8.17,51.85732700475289,42.88134416846773,0,5.185732700475289,14.171221167458816
217,11,0.7,74.21354821584261,61.3691474193369,0,6.746686201440237,15.818924702640436
218,4,2.6,82.99105778900564,52.62079625577337,0,20.74776444725141,17.93184296483427
219,7,4.44,72.9510517181487,53.34168425679874,0,10.421578816878386,15.065175286358118
220,9,3.53,57.559130511158926,60.12600898472084,0,6.395458945684325,13.68152175185982
221,11,1.76,70.0618540335037,69.11319227326484,0,6.369259457591246,15.803642338917285
222,10,5.88,80.59459808047254,78.62072690759278,0,8.059459808047254,18.079099680078755
223,10,6.88,54.78696341967322,57.11863941081333,0,5.478696341967322,13.444493903278868
224,5,3.13,46.05522321400737,83.19013719381604,0,9.211044642801474,9.030870535667896
225,10,2.71,100.0,39.4639469028507,0,10.0,18.785
226,8,2.21,73.7505952060586,52.43155461751804,0,9.218824400757326,15.4934325343431
227,7,6.06,88.76700626048664,95.72394067592128,0,12.681000894355234,17.471167710081108
228,6,2.67,74.1899249545656,47.86080777201996,1,12.3649874924276,16.8099874924276
229,11,3.45,91.0063481207396,83.7691553744214,0,8.27330437461269,19.576058020123266
230,13,7.59,71.58356925949946,64.6103059492697,0,5.506428404576881,18.36226154324991
231,5,4.14,81.74226897311283,63.9371125485434,0,16.348453794622564,15.647044828852138
232,11,3.45,47.80939285888164,79.02892347463147,0,4.346308441716513,12.876565476480273
233,9,2.06,34.69757829561539,76.92748666304837,1,3.8552864772905995,9.626263049269232
234,8,3.3,60.47044317691889,85.0062697315559,0,7.558805397114861,13.961740529486482
235,11,1.81,41.48412258506168,61.29417005907284,0,3.7712838713692434,10.049020430843614
236,11,3.95,27.660364783033828,67.14486435776162,0,2.514578616639439,8.101727463838971
237,5,2.28,76.034953634831,61.24709922989055,1,15.2069907269662,15.885825605805167
238,7,2.53,34.61277197326713,48.32170105289186,0,4.944681710466733,8.857128662211188
239,7,3.32,88.98991310561468,67.5594311811582,1,12.712844729373526,19.551652184269113
240,5,9.96,98.8237113361184,62.52669323498365,0,19.764742267223678,19.963951889353066
241,13,4.39,41.14020542475088,36.92922950425002,0,3.1646311865192986,12.25503423745848
242,6,1.2,75.7733123309192,81.6409031538176,0,12.628885388486532,14.828885388486533
243,16,2.67,100.0,67.22154829140364,0,6.25,20.278333333333332
244,11,2.1,60.56041124405255,54.496567451840576,0,5.505491931277505,13.27673520734209
245,13,2.02,82.21692911751659,69.98637936473848,0,6.324379162885891,18.70615485291943
246,8,2.08,100.0,57.138348565595415,0,12.5,19.846666666666668
247,10,2.73,36.45702245001131,68.02241776767035,0,3.645702245001131,12.697837075001885
248,8,1.85,49.614317699802605,85.8080790261921,0,6.201789712475326,10.410719616633768
249,6,1.86,81.281821987628,70.98125584876783,0,13.546970331271334,16.356970331271334
250,10,2.11,100.0,57.694014332613584,0,10.0,20.685
251,8,2.02,55.77566333104063,49.53578183212066,0,6.971957916380079,11.465943888506771
252,8,1.62,100.0,54.28492277792192,0,12.5,19.77
253,7,5.11,72.63912294792492,77.18058535696736,0,10.377017563989273,15.124853824654153
254,13,2.44,30.6548867239838,64.15144791990241,0,2.3580682095372154,8.182481120663967
255,10,2.83,100.0,73.39629313403024,0,10.0,20.305
256,6,2.66,60.72752290780002,60.805218391887394,0,10.12125381796667,13.564587151300003
257,16,1.96,78.97050557184079,50.99917826552089,0,4.935656598240049,17.155084261973464
258,6,1.56,36.816606249334576,73.98497601687743,0,6.136101041555762,7.896101041555763
259,7,5.46,54.93496830681917,52.866540931837385,0,7.847852615259882,12.232494717803194
260,12,1.64,40.06256153518643,58.88102281183199,0,3.3385467945988694,11.450426922531072
261,9,1.71,37.940128745785806,46.6412719274193,0,4.2155698606428675,9.1083547909643
262,9,6.62,71.96079195906835,50.97199451114272,0,7.995643551007594,15.596798659844724
263,9,2.14,81.3355493763109,78.43584098260433,0,9.037283264034544,15.412591562718482
264,10,3.3,59.06483703975893,80.7179570351961,0,5.906483703975892,12.560806173293154
265,12,2.56,41.2569242037758,81.37213623217669,1,3.438077016981317,9.8028207006293
266,9,3.21,44.47788652587542,81.42388732948432,0,4.941987391763935,9.447981087645903
267,15,8.76,77.43259276066081,59.68952347645018,0,5.1621728507107205,18.865432126776803
268,11,1.81,72.21381141093771,74.9808945508374,0,6.564891946448882,14.670635235156285
269,6,5.12,77.76149346572768,80.79331259118011,0,12.960248910954613,17.813582244287947
270,11,5.45,100.0,51.91116477614701,0,9.090909090909092,19.908333333333335
271,6,5.17,81.50699094362412,67.90658444423529,0,13.58449849060402,16.446165157270688
272,7,8.5,78.18058796024991,63.08615741900436,0,11.168655422892844,17.11343132670832
273,8,0.41,100.0,36.92974956117102,0,12.5,20.06833333333333
274,6,0.93,64.50431128399865,69.88470985684923,0,10.750718547333108,11.905718547333109
275,13,1.53,100.0,54.28142811736386,0,7.6923076923076925,21.588333333333335
276,7,2.24,98.47767380312136,80.76836570373443,0,14.068239114731623,20.95294563385356
277,12,4.0,64.04149182086013,53.56471442491976,0,5.336790985071677,13.840248636810022
278,12,1.6,86.09677682342968,69.93667174509845,0,7.1747314019524735,17.61612947057161
279,7,1.59,65.69598278363303,66.68269669663331,0,9.38514039766186,12.880997130605506
280,7,3.55,41.2720918170972,39.1552401552684,1,5.896013116728171,10.637015302849532
281,11,4.71,69.83921489756777,60.19487542764561,0,6.349019536142524,16.25820248292796
282,6,3.26,40.657473406829766,70.35917617610447,0,6.776245567804961,10.319578901138295
283,10,4.88,74.6592950348984,80.35261162708056,0,7.465929503489841,16.923215839149734
284,16,0.76,86.00959678384103,65.27806085077967,0,5.375599798990065,20.628266130640174
285,12,1.85,65.66187010411076,78.59133863267759,0,5.4718225086758965,15.251978350685127
286,11,1.47,74.61914902110897,73.06049793299756,0,6.783559001918997,16.014858170184826
287,9,2.14,74.2878329657377,73.56219072449204,0,8.254203662859744,18.237972160956286
288,9,3.12,86.886991745832,74.23292992985523,0,9.654110193981333,19.001165290972
289,6,0.58,71.78951043728384,60.881408042128186,0,11.964918406213974,15.06158507288064
290,14,2.12,63.70547384922959,50.16282902289518,0,4.550390989230685,16.304245641538266
291,11,1.84,85.97880790796776,88.54632024091707,0,7.816255264360706,17.969801317994627
292,3,0.83,73.17116371458671,76.52492181280458,1,24.390387904862237,14.333527285764452
293,13,4.97,27.28886342935341,63.97284685231264,0,2.099143340719493,8.043143904892235
294,8,3.24,62.9942692121196,74.2573950972563,0,7.87428365151495,13.872378202019933
295,8,2.15,59.65657446087734,70.96083139672193,0,7.457071807609667,13.134429076812891
296,12,9.54,72.94918480795093,52.18798554826383,0,6.07909873399591,17.74819746799182
297,7,0.91,70.79981294928214,59.93264179467065,0,10.114258992754591,13.61830215821369
298,6,9.89,30.992820142127464,84.8966084782535,0,5.16547002368791,9.813803357021245
299,10,2.71,40.1655662309274,64.9205190586961,0,4.0165566230927405,9.812594371821234
300,15,1.71,50.94279006388294,70.62846894966415,0,3.3961860042588627,12.275465010647155
301,11,2.2,71.28910166455988,83.89426983753339,0,6.480827424050898,16.581516944093313
302,6,2.39,91.47683655903204,64.87525755469416,0,15.246139426505339,17.144472759838674
303,10,10.76,37.9271253825481,51.029795197479885,0,3.79271253825481,10.281187563758015
304,7,4.02,56.557700975249176,66.6996586745484,0,8.07967156789274,11.262950162541529
305,11,1.26,69.03051644579054,56.6248098756418,0,6.275501495071867,14.548419407631757
306,13,5.44,51.37202001988096,44.12635652304103,0,3.9516938476831505,14.135336669980157
307,10,2.41,71.74760625105924,77.04570625511852,0,7.1747606251059235,15.026267708509872
308,9,0.15,82.80549897026803,61.155178992509136,0,9.200610996696447,16.325916495044673
309,6,5.34,54.863777486348056,20.22105676635846,1,9.143962914391343,11.533962914391344
310,9,5.44,76.55166944354993,68.8028222052892,0,8.505741049283325,16.165278240591654
311,11,2.51,67.70961593416887,68.98745786947745,0,6.155419630378987,14.536602655694812
312,12,1.93,47.01796094806396,94.26178555319048,1,3.918163412338663,12.157993491343992
313,7,5.83,67.18236754986607,64.93751876261565,0,9.597481078552295,14.835394591644345
314,13,1.85,79.13331945379913,81.01416080153118,0,6.08717841952301,16.16388657563319
315,11,6.75,98.27486009525688,74.69841649442036,0,8.934078190477898,19.837476682542814
316,5,1.88,100.0,56.15866665833365,0,20.0,18.813333333333333
317,14,2.96,58.64630543848687,70.22439759019306,1,4.189021817034776,15.601050906414478
318,12,4.32,57.44107837112009,62.53371778654223,0,4.786756530926675,14.793513061853346
319,8,3.69,70.8078025355709,54.68382404587464,0,8.850975316946363,14.249633755928484
320,7,1.75,59.146060251912495,57.25148625966896,0,8.449437178844642,11.816010041985416
321,7,4.14,94.26065004434014,55.21557807012346,0,13.465807149191448,19.566775007390024
322,9,5.26,72.01381477719815,64.85467612709932,0,8.001534975244239,15.378969129533026
323,13,1.32,71.10487021151818,64.92910137526758,0,5.469605400886014,14.73747836858636
324,7,4.41,82.86615561007129,56.75306884674157,0,11.838022230010184,16.712692601678548
325,11,2.89,73.19672352346421,61.87721239539298,0,6.654247593042201,16.51445392057737
326,11,1.41,76.10489296108267,36.86051755901229,0,6.918626632825697,14.752482160180444
327,10,4.02,75.26381949139491,49.87322414856134,0,7.526381949139491,16.88063658189915
328,13,5.68,67.10724010424869,60.61334107974501,0,5.162095392634514,14.797873350708116
329,14,2.03,51.951232776769885,90.07514909959076,0,3.710802341197849,12.83020546279498
330,9,4.17,100.0,74.49854883187928,0,11.11111111111111,21.861666666666668
331,8,2.39,51.885325777653975,50.34035327524994,0,6.485665722206747,13.379220962942329
332,11,4.92,100.0,89.22240814928576,0,9.090909090909092,20.82
333,6,6.41,76.82885245528806,64.97589748071196,0,12.80480874254801,16.873142075881344
