student_id,total_logins,time_on_platform_hours,%_assignments_completed,avg_quiz_score,forum_posts,days_since_last_login,dropped_out
95,6,0.8,70.14242737630428,78.3193136780902,5,11,0
96,14,4.09,91.55517168236646,55.53718567249948,4,14,0
97,12,2.69,72.39968767676264,69.22562005999247,2,7,0
98,9,2.32,84.81800651736438,78.28916485400528,2,10,0
99,10,5.17,90.10226448850173,69.61625834309349,2,24,0
100,13,13.5,77.84549509750782,73.42098119587622,2,2,0
101,15,7.89,52.06776553123434,53.60380593412103,2,23,0
102,9,5.33,78.09208070086004,69.56806097773936,3,13,0
103,11,2.24,99.75608696641025,53.681096464498985,2,25,0
104,10,9.56,63.701176804345785,64.72457274356529,2,7,0
105,8,1.09,81.09301878426317,57.606002640784006,4,20,0
106,1,4.51,80.57667667499521,61.93060279477766,2,5,0
107,13,2.87,62.6204669697326,38.72559995556138,2,20,0
108,6,2.24,88.74658144868167,65.39699134423513,0,21,0
109,13,1.24,62.30616750385566,63.387052882878706,2,0,0
110,11,17.06,79.06103132523845,42.26917960281056,7,25,0
111,10,2.23,65.21252115102524,70.11898918208959,2,9,1
112,10,0.26,70.87255942198716,77.3903438444261,1,25,0
113,13,5.95,88.67146670896597,69.72911106423999,3,1,0
114,9,4.23,31.060628085235493,76.78526374359096,2,7,0
115,9,2.66,82.3399356191815,57.095280975142394,6,13,1
116,6,2.46,84.14336629817522,61.808262309168626,1,0,1
117,10,3.13,58.50198293899121,66.11263251870795,2,24,1
118,12,5.99,69.37289425247948,67.18985541741925,3,6,0
119,17,4.28,50.47588194786413,29.754922132860074,3,0,1
120,10,4.8,54.01969785173026,51.18671554372506,2,29,0
121,9,4.8,75.41913198481468,80.03516330419663,3,4,0
122,9,6.18,100.0,53.264999002256815,4,17,0
123,3,7.44,83.27928380849471,61.29621745738906,3,29,1
124,10,1.89,53.03371225795192,64.21806615191214,1,26,0
125,10,3.83,85.51590223955503,44.894729730441114,4,27,0
126,6,7.21,81.61777063383698,88.7024628154683,4,16,0
127,9,1.88,35.4626861124078,64.53035360845,4,16,0
128,11,8.33,63.6823799030124,52.15308634119232,2,29,0
129,9,1.87,67.14905524277184,74.72684743938156,6,12,0
130,10,4.39,72.36162199797579,60.54913980509725,3,20,0
131,11,2.7,69.36969881639055,65.88163926382181,0,3,0
132,16,2.36,72.95533898932949,86.13282962251809,4,20,0
133,9,4.63,51.29710003222663,56.882097761740674,2,21,1
134,10,7.48,63.49740003335141,82.14177489478983,1,15,0
135,16,2.65,64.68425326200348,59.86704298668113,0,16,0
136,7,7.94,93.1992441488212,66.02380352457592,2,17,0
137,5,1.81,56.05001619166277,69.54694179603773,3,1,0
138,5,7.56,65.11027458804061,59.830790787205096,1,20,0
139,4,3.61,62.87997172544172,49.74895597804743,1,11,0
140,14,4.2,100.0,71.79759272519516,4,9,0
141,13,1.2,83.30331287884756,81.82230548871684,2,8,0
142,8,2.28,51.326046177368056,74.40209600628256,0,22,0
143,12,3.26,77.94893315105524,73.96890620036379,3,25,0
144,9,6.93,49.76758336173871,58.13616642110748,4,3,0
145,14,2.82,75.21146412060972,75.32540913796396,1,14,0
146,12,1.69,97.32059654555977,70.37214016706227,2,20,0
147,10,3.95,30.873603578508742,77.94344078352938,4,26,0
148,9,11.41,49.8357259683671,66.48019889331204,0,22,0
149,15,4.28,73.11686031122082,73.95151369968599,5,29,0
150,17,2.8,62.07988130663358,57.75154325069918,4,9,1
151,11,3.98,74.27884602157957,75.43049728064786,1,8,0
152,8,1.58,68.33337050249183,46.105403310439236,3,27,0
153,5,8.68,36.38424204895354,59.980046436307504,3,25,1
154,9,8.58,82.4396198804228,54.539828997586135,2,6,0
155,8,1.53,43.30342833843364,100.0,1,10,0
156,6,8.43,74.11038145767428,74.78200266272714,2,28,0
157,11,4.01,60.909965983128195,48.74285733009414,1,1,0
158,5,5.41,100.0,44.48404836070648,3,19,0
159,12,3.31,67.58226256574451,38.81449095619806,5,25,0
160,9,3.51,77.0199918353945,47.904123962587285,4,28,0
161,9,2.01,81.0793785136388,52.26854188444237,6,19,0
162,13,1.55,76.75243061007723,50.36970067598842,2,29,1
163,9,1.48,69.46637732323174,57.99293174201765,2,26,0
164,5,7.07,50.188500235835846,77.51752342377978,1,24,0
165,3,3.81,67.76381435328453,62.013035337222156,2,23,0
166,12,1.61,32.68228504042835,75.69352044627719,3,15,0
167,18,3.59,79.75116010330728,49.02369673731876,4,5,0
168,8,0.69,100.0,59.261797772944796,3,7,0
169,11,1.58,73.53381068460352,50.93014292212172,5,22,0
170,9,7.54,76.79016026974016,71.64082088309999,2,23,0
171,3,2.19,38.9618512373513,62.28268563402295,3,28,1
172,10,6.92,53.68080476426282,91.59617008893015,0,22,0
173,8,3.11,87.89673376289136,54.94360117445111,3,17,0
174,10,5.43,41.05441253603557,49.405953999097036,2,10,0
175,11,1.25,55.44037683108108,69.45109644700219,2,27,0
176,12,4.87,81.35740724675082,62.35681386349639,4,21,0
177,8,0.33,86.1822866591012,72.53767526656313,4,3,0
178,12,2.36,67.81871608324165,64.07491849479696,2,3,0
179,11,7.82,72.45396137489716,62.88963996673385,3,9,0
180,3,3.42,72.40739532553637,54.980459123503294,6,21,0
181,9,1.52,45.332610365797464,60.95615541587411,0,15,0
182,11,7.38,68.533319955552,42.05496460670921,2,23,0
183,14,12.33,74.83787589276815,82.9650312481617,0,20,0
184,9,2.74,68.23189851523692,84.04517361515192,4,29,1
185,14,0.75,31.488759644595945,79.06259054968547,1,2,0
186,9,3.45,100.0,58.132366175872,1,11,0
187,17,5.67,48.13254627305781,55.57604790375845,4,16,0
188,7,2.86,71.44256516951562,72.48643111886516,1,4,0
189,11,0.39,76.4358144487335,50.72548519527721,2,2,0
190,10,5.27,60.90356898893647,82.0498681420139,1,15,0
191,10,1.82,74.8901757811032,29.283501265142007,6,18,0
192,10,2.33,54.49461076049273,58.220949601026106,8,3,1
193,14,0.79,100.0,49.03110994336155,4,8,0
194,6,0.23,64.78984493436721,83.70367892364764,2,3,0
195,13,1.21,87.98019212935827,81.10211952828395,1,20,0
196,12,2.17,48.14743011143983,73.46560015445307,3,9,0
197,6,2.13,84.42555823748785,93.73439457761967,2,20,0
198,8,8.94,55.65587272397084,65.15017975727761,3,16,0
199,9,1.36,42.13707831906446,74.46886879860827,5,15,0
200,15,6.53,48.69833234700124,41.036180459505616,2,6,1
201,10,3.72,53.04179374582218,60.19802056833154,2,14,1
202,9,9.82,72.22906394430545,66.65066088360986,7,17,0
203,10,3.15,100.0,51.249312563711584,5,5,0
204,10,0.44,100.0,68.8328365519325,5,29,0
205,11,2.94,63.562957241785995,35.46891394243286,3,14,0
206,4,0.25,89.18839173466051,72.50197476233524,2,10,1
207,6,1.19,44.924458556369146,58.480587169781,3,19,0
208,6,2.97,27.918753247790377,53.18976369829241,4,29,1
209,7,3.03,70.61170592405502,76.15047845758899,4,4,0
210,15,6.37,80.92579433817964,86.95757253093102,1,15,0
211,12,4.58,85.66512368090817,78.37718647542034,2,11,0
212,7,9.18,91.59396366953113,52.828443758519434,5,20,1
213,6,6.37,63.39109070800542,75.02231944958473,1,3,0
214,6,5.84,71.4408287197226,61.16072311119999,4,29,0
215,6,11.66,86.42477539360776,81.94148476719658,4,1,0
216,7,6.16,93.86936857094416,68.3167468402009,3,27,1
217,10,8.17,51.85732700475289,42.88134416846773,5,15,0
218,11,0.7,74.21354821584261,61.3691474193369,3,7,0
219,4,2.6,82.99105778900564,52.62079625577337,6,16,0
220,7,4.44,72.9510517181487,53.34168425679874,2,8,0
221,9,3.53,57.559130511158926,60.12600898472084,4,5,0
222,11,1.76,70.0618540335037,69.11319227326484,4,3,0
223,10,5.88,80.59459808047254,78.62072690759278,4,21,0
224,10,6.88,54.78696341967322,57.11863941081333,3,26,0
225,5,3.13,46.05522321400737,83.19013719381604,0,24,0
226,10,2.71,100.0,39.4639469028507,0,12,0
227,8,2.21,73.7505952060586,52.43155461751804,3,13,0
228,7,6.06,88.76700626048664,95.72394067592128,1,11,0
229,6,2.67,74.1899249545656,47.86080777201996,6,27,1
230,11,3.45,91.0063481207396,83.7691553744214,4,24,0
231,13,7.59,71.58356925949946,64.6103059492697,6,2,0
232,5,4.14,81.74226897311283,63.9371125485434,1,28,0
233,11,3.45,47.80939285888164,79.02892347463147,5,14,0
234,9,2.06,34.69757829561539,76.92748666304837,4,14,1
235,8,3.3,60.47044317691889,85.0062697315559,4,14,0
236,11,1.81,41.484122585061684,61.29417005907284,2,14,0
237,11,3.95,27.660364783033828,67.14486435776162,2,7,0
238,5,2.28,76.034953634831,61.24709922989055,4,16,1
239,7,2.53,34.61277197326713,48.32170105289186,3,24,0
240,7,3.32,88.98991310561468,67.5594311811582,6,22,1
241,5,9.96,98.82371133611841,62.526693234983654,2,13,0
242,13,4.39,41.140205424750874,36.92922950425002,5,25,0
243,6,1.2,75.7733123309192,81.6409031538176,2,22,0
244,16,2.67,100.0,67.22154829140364,1,5,0
245,11,2.1,60.56041124405255,54.496567451840576,2,16,0
246,13,2.02,82.21692911751659,69.98637936473848,5,28,0
247,8,2.08,100.0,57.138348565595415,3,1,0
248,10,2.73,36.45702245001131,68.02241776767035,9,10,0
249,8,1.85,49.614317699802605,85.8080790261921,1,15,0
250,6,1.86,81.281821987628,70.98125584876783,3,18,0
251,10,2.11,100.0,57.694014332613584,4,16,0
252,8,2.02,55.775663331040626,49.53578183212066,1,20,0
253,8,1.62,100.0,54.28492277792192,3,26,0
254,7,5.11,72.63912294792492,77.18058535696736,2,20,0
255,13,2.44,30.6548867239838,64.15144791990241,1,5,0
256,10,2.83,100.0,73.39629313403024,3,13,0
257,6,2.66,60.72752290780002,60.805218391887394,4,12,0
258,16,1.96,78.97050557184079,50.99917826552089,2,22,0
259,6,1.56,36.816606249334576,73.98497601687743,1,25,0
260,7,5.46,54.93496830681917,52.866540931837385,2,24,0
261,12,1.64,40.06256153518643,58.88102281183199,5,28,0
262,9,1.71,37.940128745785806,46.641271927419304,2,6,0
263,9,6.62,71.96079195906835,50.97199451114272,2,12,0
264,9,2.14,81.3355493763109,78.43584098260433,0,5,0
265,10,3.3,59.06483703975893,80.7179570351961,1,28,0
266,12,2.56,41.2569242037758,81.37213623217669,1,24,1
267,9,3.21,44.47788652587542,81.42388732948432,0,1,0
268,15,8.76,77.43259276066081,59.68952347645018,4,21,0
269,11,1.81,72.21381141093771,74.9808945508374,1,4,0
270,6,5.12,77.76149346572768,80.79331259118011,6,11,0
271,11,5.45,100.0,51.911164776147004,1,14,0
272,6,5.17,81.50699094362412,67.90658444423529,2,5,0
273,7,8.5,78.18058796024991,63.08615741900436,3,25,0
274,8,0.41,100.0,36.92974956117102,4,0,0
275,6,0.93,64.50431128399865,69.88470985684923,0,10,0
276,13,1.53,100.0,54.28142811736386,5,20,0
277,7,2.24,98.47767380312135,80.76836570373443,6,11,0
278,12,4.0,64.04149182086013,53.56471442491976,1,23,0
279,12,1.6,86.09677682342968,69.93667174509845,2,2,0
280,7,1.59,65.69598278363303,66.68269669663331,1,29,0
281,7,3.55,41.2720918170972,39.1552401552684,4,18,1
282,11,4.71,69.83921489756777,60.19487542764561,4,12,0
283,6,3.26,40.657473406829766,70.35917617610447,4,28,0
284,10,4.88,74.6592950348984,80.35261162708056,4,10,0
285,16,0.76,86.00959678384103,65.27806085077967,7,22,0
286,12,1.85,65.66187010411076,78.59133863267759,4,6,0
287,11,1.47,74.61914902110897,73.06049793299756,3,11,0
288,9,2.14,74.2878329657377,73.56219072449204,8,17,0
289,9,3.12,86.886991745832,74.23292992985523,5,28,0
290,6,0.58,71.78951043728384,60.881408042128186,4,15,0
291,14,2.12,63.70547384922959,50.16282902289518,6,7,0
292,11,1.84,85.97880790796776,88.54632024091707,3,20,0
293,3,0.83,73.17116371458671,76.52492181280458,3,24,1
294,13,4.97,27.288863429353412,63.97284685231264,1,12,0
295,8,3.24,62.9942692121196,74.2573950972563,3,16,0
296,8,2.15,59.65657446087734,70.96083139672193,3,26,0
297,12,9.54,72.94918480795093,52.187985548263825,4,3,0
298,7,0.91,70.79981294928214,59.93264179467065,1,23,0
299,6,9.89,30.992820142127464,84.8966084782535,4,8,0
300,10,2.71,40.165566230927396,64.9205190586961,2,8,0
301,15,1.71,50.94279006388294,70.62846894966415,2,9,0
302,11,2.2,71.28910166455988,83.89426983753339,5,10,0
303,6,2.39,91.47683655903204,64.87525755469416,1,0,0
304,10,10.76,37.9271253825481,51.029795197479885,1,16,0
305,7,4.02,56.557700975249176,66.6996586745484,0,6,0
306,11,1.26,69.03051644579054,56.624809875641795,2,10,0
307,13,5.44,51.37202001988096,44.126356523041025,5,12,0
308,10,2.41,71.74760625105924,77.04570625511852,2,27,0
309,9,0.15,82.80549897026803,61.155178992509136,2,5,0
310,6,5.34,54.863777486348056,20.22105676635846,1,29,1
311,9,5.44,76.55166944354993,68.8028222052892,2,22,0
312,11,2.51,67.70961593416887,68.98745786947745,2,7,0
313,12,1.93,47.01796094806396,94.26178555319049,4,26,1
314,7,5.83,67.18236754986607,64.93751876261565,3,21,0
315,13,1.85,79.13331945379913,81.01416080153118,1,9,0
316,11,6.75,98.27486009525687,74.69841649442036,1,13,0
317,5,1.88,100.0,56.158666658333644,2,25,0
318,14,2.96,58.64630543848687,70.22439759019306,6,11,1
319,12,4.32,57.44107837112009,62.533717786542226,5,25,0
320,8,3.69,70.8078025355709,54.683824045874644,1,22,0
321,7,1.75,59.146060251912495,57.25148625966896,1,10,0
322,7,4.14,94.26065004434014,55.21557807012346,4,6,0
323,9,5.26,72.01381477719815,64.85467612709932,2,22,0
324,13,1.32,71.10487021151818,64.92910137526758,1,12,0
325,7,4.41,82.86615561007129,56.75306884674157,2,29,0
326,11,2.89,73.19672352346421,61.87721239539298,4,1,0
327,11,1.41,76.10489296108267,36.860517559012294,0,2,0
328,10,4.02,75.26381949139491,49.87322414856134,4,25,0
329,13,5.68,67.10724010424869,60.61334107974501,1,24,0
330,14,2.03,51.951232776769885,90.07514909959076,3,0,0
331,9,4.17,100.0,74.49854883187928,6,28,0
332,8,2.39,51.885325777653975,50.34035327524994,6,23,0
333,11,4.92,100.0,89.22240814928576,3,22,0
334,6,6.41,76.82885245528806,64.97589748071196,4,5,0
335,5,3.86,57.968320409025765,47.98052497569865,4,0,0
336,8,5.22,81.09715187126021,63.81628186292497,4,24,0
337,11,5.87,85.71832173807528,79.77631862124201,2,1,0
338,7,2.02,100.0,47.99421253664109,7,9,0
339,14,2.36,43.68710464359034,49.45794620936011,2,11,0
340,11,4.25,67.19993802537056,92.09477890756345,4,4,0
341,9,7.4,97.54419614297744,69.44641033987298,2,8,0
342,10,1.12,84.93105703307158,57.925112977053054,5,11,0
343,5,4.58,79.72035014331651,63.40680224632813,2,7,0
344,7,6.99,99.56975302297266,69.28284737479464,4,9,0
345,8,2.82,66.40118689231711,62.09819851485823,3,13,0
346,12,3.19,22.039303790940004,85.24745029868916,2,19,0
347,11,3.13,62.669843984503416,66.48395346915665,4,14,0
348,12,3.0,100.0,74.95562740301416,3,7,0
349,11,1.7,75.96951913813783,66.24973376166719,0,8,0
350,10,2.9,53.15138989137753,64.4397842151371,3,27,0
351,8,1.75,96.6825893615442,78.3943390576091,4,26,0
352,5,4.98,86.8972580755038,78.70881701456443,4,4,0
353,12,0.65,72.94023501732313,40.49643113556777,2,0,0
354,12,5.72,81.70264078527526,64.71082161156995,4,10,0
355,13,6.33,49.654901995525506,95.7456387740553,6,21,0
356,8,3.66,62.7580321141609,58.30757355878171,4,3,1
357,9,9.4,68.70137543457388,71.81102309110592,2,5,0
358,15,4.37,91.98344594700635,83.70891279041713,5,16,0
359,17,4.01,59.02506445279762,48.37785616290071,3,3,0
360,7,0.62,69.48500592500844,59.40084012144242,4,4,0
361,14,6.6,98.81982986996057,41.42171860041303,3,21,0
362,13,1.54,100.0,66.5668877821161,4,13,0
363,7,1.38,52.58722545962779,70.7724950430253,1,20,0
364,16,3.77,72.79915179409052,74.65179967850095,5,17,0
365,7,1.76,39.840941714436916,88.6066337350708,8,2,0
366,15,2.79,69.70998142376358,65.95264063950373,2,20,0
367,12,6.95,64.19791099369482,47.71068256978427,4,10,0
368,16,8.68,95.02065936911511,51.78592977087993,4,14,0
369,8,2.03,46.54188728516553,53.56583950454325,4,6,0
370,7,2.87,43.80033927688115,68.11536685851985,4,3,1
371,8,12.67,100.0,100.0,3,26,0
372,4,8.63,57.337355805392,63.91936996465382,4,5,1
373,10,5.95,73.94862283136473,85.61083031489014,3,24,0
374,8,1.76,75.90089134497299,63.28921428277977,2,9,0
375,14,2.06,54.25368755536813,47.576617725524976,1,6,0
376,7,5.91,54.27498097629252,52.75424670441269,0,2,1
377,14,0.52,92.53819369406438,54.06374078916923,2,14,0
378,14,6.67,83.5414417769066,63.16628432677465,4,26,0
379,16,7.81,69.68625080483076,71.0832406973042,1,20,0
380,13,2.56,67.26416350351512,55.12185726600338,1,24,1
381,10,8.77,76.33221769704586,76.85922316263895,1,15,0
382,13,4.5,77.64398423840245,80.70821570318034,3,20,0
383,9,1.2,95.22291044434807,61.04971599205393,1,2,0
384,7,3.53,69.58287776877714,78.77211335003192,5,23,0
385,8,1.91,78.85961496400327,35.866477504869025,1,22,0
386,8,3.86,84.36357590357362,29.62642702397399,2,11,0
387,2,1.12,84.71550380076741,77.49183308184297,4,4,0
388,9,9.21,98.99439170722457,58.67126389541677,0,4,0
389,13,4.93,69.74822442704186,98.05485189334118,5,0,0
390,9,2.34,58.68265536050369,63.607185243363425,2,23,0
391,17,3.94,62.840739535416326,49.995786761920755,2,5,0
392,11,3.22,82.81653368189941,90.30036099563586,6,14,0
393,16,9.43,67.83797315872928,74.8367849173005,4,20,0
394,11,3.18,100.0,88.2316294895727,3,12,0
395,7,3.77,70.2517786649044,56.20205836385645,1,6,0
396,7,0.97,50.90093378369954,70.46678444682739,3,17,0
397,13,3.84,76.45403334625958,51.866157761524704,2,18,0
398,9,4.39,100.0,38.811808830626006,5,24,1
399,12,1.37,53.68480380550726,76.13655333952,1,20,0
400,13,5.41,53.1075706979792,58.14738624151695,3,5,0
401,7,0.46,66.26369259069868,50.06300717900622,4,7,0
402,11,2.86,57.0817888233496,44.17797719719887,3,29,0
403,8,0.93,42.995638061758264,67.74096197616417,3,2,0
404,11,3.42,39.18358323520714,65.96210907605791,2,16,0
405,5,2.44,74.64857207600525,57.748013541234876,3,13,0
406,9,4.6,84.30086214029136,54.88708671492852,6,28,0
407,12,3.14,55.9767155567278,76.49121099088069,3,19,0
408,5,4.52,68.58962614003366,27.766269829663287,3,13,0
409,12,3.48,73.6992385417099,74.46456425043716,6,1,0
410,14,6.89,47.895318632408475,71.9782112201746,6,24,1
411,10,6.24,87.17721394029326,46.54425181831665,3,3,0
412,13,1.83,74.23800670835138,35.985221952417874,3,8,0
413,12,6.54,80.4895301930147,73.82838588618739,4,22,0
414,8,4.36,83.59937329595664,47.392729410353084,4,15,0
415,13,7.33,100.0,88.60085944994607,2,22,1
416,12,1.42,49.50803907008445,96.77101043838411,0,0,0
417,11,1.12,52.14463514276416,71.40135485547644,1,1,1
418,14,1.14,100.0,63.47879189537816,5,22,0
419,13,8.75,83.04456163219338,61.71461948227495,1,11,0
420,8,7.43,71.3805444698157,39.41089625422101,5,15,0
421,14,6.23,60.43826939605214,60.714145311870915,3,20,0
422,11,1.0,65.36227189165976,58.119826179426404,4,22,1
423,11,6.28,65.75038729626023,55.45739010148175,2,14,0
424,13,1.07,40.10043522474714,70.876886164606,4,18,0
425,13,0.16,89.46397393803645,66.96964123091688,8,23,0
426,18,2.4,29.786853494382456,76.79282661923038,0,19,0
427,12,2.91,53.01877407747517,58.34652829075133,5,23,0
428,8,8.06,61.364513441340335,74.03931849321418,0,5,1
429,4,1.4,100.0,65.1192808006108,4,24,0
430,8,13.29,67.98405662696729,73.94600213790537,2,21,0
431,12,3.84,76.32924997618572,63.83426679482297,5,19,1
432,13,3.06,52.45020978530124,91.67056658967928,1,18,0
433,10,3.05,87.37458025696398,28.375094582169908,1,14,1
434,12,1.11,100.0,74.38426147603707,2,29,0
435,9,2.56,79.83002159211098,77.84691031747151,4,3,0
436,12,4.06,63.289909003784814,45.99861504952094,1,15,0
437,5,6.37,29.36521025048971,92.37448058728229,2,10,0
438,11,2.48,83.87384470515201,65.33518270463226,5,6,0
439,17,3.82,50.281070540721764,63.12962913151972,5,23,0
440,9,5.72,54.88447994075943,70.56947006852215,4,1,0
441,9,2.42,88.63421500820884,78.31255993096497,1,24,0
442,15,6.65,60.527406509611005,66.98325038960974,3,6,0
443,7,4.96,68.11714951585175,66.51019611141479,4,22,0
444,11,5.95,84.99572688216985,77.5675742522674,2,28,0
445,14,0.57,55.87872272033618,79.53268496250311,2,11,0
446,19,2.66,44.22084931008159,70.04863693239591,2,25,0
447,13,1.98,79.28607170965249,41.78584104680534,2,13,0
448,6,0.43,85.08700666042058,49.721820583671004,2,14,0
449,15,6.27,58.44870307142329,81.27001624263521,4,19,0
450,13,0.81,57.45738010943662,60.82909693800561,1,6,0
451,5,8.25,47.998093180638726,56.020742634112146,2,17,0
452,12,3.21,84.26981910079024,71.59947037607833,5,10,0
453,7,4.64,100.0,69.73938571766857,5,9,1
454,4,2.03,88.63090171706503,61.72797004610885,3,13,0
455,8,6.62,68.17626114265377,76.15327389613421,1,29,0
456,8,3.13,84.32910758632073,45.97978054802476,3,2,0
457,9,4.82,53.36384412767697,39.01352173562017,2,17,0
458,11,7.11,77.36807250060657,87.53874126276251,1,11,0
459,13,5.28,48.294658832059454,48.15790991176665,3,20,0
460,10,2.44,67.55629284462402,42.86679835181467,7,0,0
461,6,3.14,91.51386856059719,60.107518878761326,3,29,0
462,11,6.08,86.2407614408337,64.55597778335857,3,12,0
463,11,2.7,81.36950423498716,57.82437317375219,5,1,0
464,8,3.36,78.32553661904463,61.57340747402881,3,14,0
465,5,4.18,55.277554112193364,43.6793778404722,1,10,0
466,9,2.03,72.84961346120177,75.70656375492148,5,5,0
467,11,3.1,85.66551106225076,42.055637271385194,2,5,0
468,13,3.82,65.1369110257012,65.3376102402651,1,27,0
